endTime,artistName,trackName,msPlayed
2023-06-10 23:29,Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),225960
2023-06-10 23:31,Carly Rae Jepsen,Surrender My Heart,168653
2023-06-10 23:34,P!nk,U + Ur Hand,127355
2023-06-11 11:55,P!nk,Long Way to Go,7416
2023-06-11 11:55,P!nk,Turbulence,324503
2023-06-11 11:58,Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),1540
2023-06-11 11:58,ROSALÍA,DESPECHÁ RMX,1840
2023-06-11 11:58,Lady Gaga,Hair Body Face,220
2023-06-11 11:58,Kesha,We R Who We R,1660
2023-06-11 11:58,Andy Grammer,"Honey, I'm Good.",1110
2023-06-11 11:58,Lizzo,Truth Hurts,790
2023-06-11 11:58,Chase Icon,Like Me,0
2023-06-11 11:58,Spice Girls,Wannabe,0
2023-06-11 11:58,Iggy Azalea,Lola,0
2023-06-11 11:58,SAINt JHN,Roses - Imanbek Remix,1510
2023-06-11 11:58,Betta Lemme,GIRLS,750
2023-06-11 11:58,Fergie,Glamorous,0
2023-06-11 11:58,Betty Who,I Love You Always Forever,180
2023-06-11 11:58,DJ Khaled,Wild Thoughts - Medasin Dance Remix,1350
2023-06-11 11:58,Charli XCX,Good Ones,1330
2023-06-11 11:58,Cash Cash,Finest Hour (feat. Abir) - Zookëper Remix,1220
2023-06-11 11:58,Lady Gaga,Born This Way,1000
2023-06-11 11:58,Kah-Lo,Spaceship (feat. The Knocks),1070
2023-06-11 11:58,Kelly Clarkson,Since U Been Gone,1460
2023-06-11 11:58,Black Eyed Peas,Pump It,810
2023-06-11 11:58,Empire Cast,Look But Don't Touch,1060
2023-06-11 11:58,Gwen Stefani,Cool,174690
2023-06-11 11:58,Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),420
2023-06-11 11:58,Diplo,Promises,860
2023-06-11 11:58,Black Eyed Peas,RITMO (Bad Boys For Life),0
2023-06-11 12:02,Sia,Cheap Thrills (feat. Sean Paul),1400
2023-06-11 12:02,Clean Bandit,Symphony (feat. Zara Larsson),686
2023-06-11 12:02,Jax Jones,You Don’t Know Me (ft. RAYE),2300
2023-06-11 12:02,ABBA,Waterloo,720
2023-06-11 12:02,Bebe Rexha,Heart Wants What It Wants,1000
2023-06-11 12:02,Rihanna,Birthday Cake,5120
2023-06-11 12:02,Rihanna,Love On The Brain,780
2023-06-11 12:02,Trey Songz,Bottoms Up (feat. Nicki Minaj),3690
2023-06-11 12:02,David Guetta,Like I Do,600
2023-06-11 12:02,Katy Perry,Swish Swish,530
2023-06-11 12:02,Marcus & Martinus,Air,1010
2023-06-11 12:02,Gwen Stefani,Luxurious,2600
2023-06-11 12:02,Zara Larsson,Never Forget You,890
2023-06-11 12:02,Charli XCX,Used to Know Me,2970
2023-06-11 12:02,Mabel,Boyfriend,750
2023-06-11 12:02,Chappell Roan,Pink Pony Club,1070
2023-06-11 12:02,Beyoncé,Get Me Bodied,205813
2023-06-11 12:02,Iggy Azalea,Fancy,660
2023-06-11 12:06,Charli XCX,Every Rule,210
2023-06-11 12:06,Madonna,Hung Up,130
2023-06-11 12:06,Beyoncé,Ring The Alarm,203346
2023-06-11 12:06,MK,17,11833
2023-06-11 12:06,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),880
2023-06-11 12:06,Marshmello,FRIENDS,1490
2023-06-11 12:08,Sigala,Radio,100
2023-06-11 12:08,Jackson Wang,Slow (with Ciara),780
2023-06-11 12:08,Princess Nokia,Diva - Ninajirachi Remix,590
2023-06-11 12:08,RuPaul,Call Me Mother,860
2023-06-11 12:08,Ciara,Goodies (feat. Petey Pablo),100210
2023-06-11 12:08,Martin Garrix,In the Name of Love,890
2023-06-11 12:08,SZA,Kill Bill,750
2023-06-11 12:08,Meghan Trainor,Me Too,810
2023-06-11 12:08,DJ Spiller,Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor] - Purple Disco Machine & Lorenz Rhode Remix,0
2023-06-11 12:08,Black Eyed Peas,Don't Phunk With My Heart,880
2023-06-11 12:08,Ellie Goulding,Burn,1510
2023-06-11 12:08,Black Eyed Peas,BAILAR CONTIGO,1100
2023-06-11 12:08,Kygo,What's Love Got to Do with It,170
2023-06-11 12:08,Mandy Moore,Candy,70
2023-06-11 12:11,Lady Gaga,Paparazzi,208306
2023-06-11 12:12,Zedd,The Middle,0
2023-06-11 12:12,Aly & AJ,Like Whoa,820
2023-06-11 12:12,Lil Nas X,Old Town Road - Remix,1170
2023-06-11 12:12,Kelly Rowland,Commander,980
2023-06-11 12:12,Jessie Ware,Pearls,940
2023-06-11 12:12,Miley Cyrus,Flowers,870
2023-06-11 12:12,Ariana Grande,"break up with your girlfriend, i'm bored",5403
2023-06-11 12:12,Camila Cabello,Shameless,1530
2023-06-11 12:12,Christina Aguilera,Lady Marmalade - Single Edit,0
2023-06-11 12:12,Kelis,Milkshake - Radio Mix,700
2023-06-11 12:12,Gwen Stefani,Rich Girl,1820
2023-06-11 12:12,Megan Thee Stallion,Her,1600
2023-06-11 12:12,Dua Lipa,Physical,4960
2023-06-11 12:12,Tiësto,Hot In It (feat. Charli XCX),230
2023-06-11 12:12,MARINA,Bubblegum Bitch,260
2023-06-11 12:12,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,510
2023-06-11 12:12,Saweetie,Closer (feat. H.E.R.),310
2023-06-11 12:12,Miranda Cosgrove,About You Now,760
2023-06-11 12:12,Britney Spears,I'm a Slave 4 U,1140
2023-06-11 12:12,Fifth Harmony,Worth It (feat. Kid Ink),2640
2023-06-11 12:12,Britney Spears,Piece of Me,0
2023-06-11 12:16,Elton John,Cold Heart - PNAU Remix,1150
2023-06-11 12:16,Lizzo,Rumors (feat. Cardi B),990
2023-06-11 12:16,Beyoncé,Run the World (Girls),400
2023-06-11 12:16,Shakira,Hips Don't Lie (feat. Wyclef Jean),470
2023-06-11 12:16,Rihanna,Pon de Replay,1130
2023-06-11 12:16,Hailee Steinfeld,Love Myself,1090
2023-06-11 12:16,Dua Lipa,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],60
2023-06-11 12:16,Lady Gaga,Rain On Me (with Ariana Grande),910
2023-06-11 12:16,Nicki Minaj,Red Ruby Da Sleeze,215045
2023-06-11 12:16,The Veronicas,In My Blood,2210
2023-06-11 12:16,CHIC,Le Freak - 2018 Remaster,160
2023-06-11 12:16,Rihanna,Don't Stop The Music - Jody den Broeder,2390
2023-06-11 12:16,Katy Perry,Teenage Dream,5894
2023-06-11 12:22,Nicki Minaj,Pound The Alarm,1550
2023-06-11 12:22,Ariana Grande,positions,770
2023-06-11 12:22,Dua Lipa,Fever,3980
2023-06-11 12:22,Danity Kane,Show Stopper,1400
2023-06-11 12:22,KT Tunstall,Suddenly I See,1050
2023-06-11 12:22,Colin Firth,Dancing Queen,4483
2023-06-11 12:22,Beyoncé,COZY,2770
2023-06-11 12:22,Sigala,Melody,1490
2023-06-11 12:22,DJ Snake,"Fuego (with Sean Paul & Anitta, feat. Tainy)",1760
2023-06-11 12:22,Beyoncé,Countdown,212146
2023-06-11 12:22,Megan Thee Stallion,Body,0
2023-06-11 12:23,Sisqo,Thong Song,580
2023-06-11 12:23,Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),1150
2023-06-11 12:23,Ava Max,Million Dollar Baby,1420
2023-06-11 12:23,Zara Larsson,Morning,1000
2023-06-11 12:23,Beyoncé,Daddy Lessons,51740
2023-06-11 12:23,Ariana Grande,Side To Side,110
2023-06-11 12:23,Riton,Sugar (feat. Soaky Siren),990
2023-06-11 12:24,The Disco Boys,Around the World - DAZZ Remix,890
2023-06-11 12:24,Iggy Azalea,Black Widow,55030
2023-06-11 12:24,David Guetta,When Love Takes Over (feat. Kelly Rowland),840
2023-06-11 12:25,Tiësto,The Right Song,4540
2023-06-11 12:25,Loreen,Tattoo,2590
2023-06-11 12:25,Charli XCX,Constant Repeat,1390
2023-06-11 12:25,Harry Styles,As It Was,0
2023-06-11 12:25,The Chainsmokers,Side Effects,880
2023-06-11 12:25,Tove Lo,Borderline,900
2023-06-11 12:25,SG Lewis,Fever Dreamer (feat. Charlotte Day Wilson & Channel Tres),930
2023-06-11 12:25,RuPaul,Peanut Butter (feat. Big Freedia),1850
2023-06-11 12:25,Charli XCX,After the Afterparty (feat. Lil Yachty) - Alan Walker Remix,1260
2023-06-11 12:25,Todrick Hall,"Nails, Hair, Hips, Heels",1790
2023-06-11 12:25,Megan Thee Stallion,Savage Remix (feat. Beyoncé),2340
2023-06-11 12:25,Agnes,Love And Appreciation - Radio Edit,1450
2023-06-11 12:25,MNEK,Colour,530
2023-06-11 12:25,Beyoncé,I'M THAT GIRL,3340
2023-06-11 12:25,ABBA,Super Trouper,1380
2023-06-11 12:25,LF SYSTEM,Afraid To Feel,4180
2023-06-11 12:25,Blasterjaxx,Money On My Mind,0
2023-06-11 12:25,Ciara,Oh (feat. Ludacris),430
2023-06-11 12:25,Galwaro,Like A Prayer (feat. Charla K),0
2023-06-11 12:25,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1450
2023-06-11 12:25,Kylie Minogue,Can't Get You out of My Head,1130
2023-06-11 12:25,Nora Van Elken,I Wanna Dance With Somebody (Who Loves Me),1670
2023-06-11 12:25,Pia Mia,Princess,1970
2023-06-11 12:25,Beyoncé,Dangerously In Love,1700
2023-06-11 12:29,RuPaul,U Wear It Well,0
2023-06-11 12:29,Miley Cyrus,River,1620
2023-06-11 12:29,Meghan Trainor,Mother,1750
2023-06-11 12:29,Miley Cyrus,Mother's Daughter,1180
2023-06-11 12:29,Chappell Roan,Naked In Manhattan,60
2023-06-11 12:29,Cannons,Fire for You - Tiësto Remix,700
2023-06-11 12:29,INNA,UP,620
2023-06-11 12:29,Harry Styles,Adore You,800
2023-06-11 12:29,Cassie,Me & U,800
2023-06-11 12:29,Jennifer Lopez,Ain't Your Mama,300
2023-06-11 12:29,Ciara,Body Party,1490
2023-06-11 12:29,Kim Petras,Your Wish Is My Command,0
2023-06-11 12:29,Ciara,Like a Boy,237053
2023-06-11 12:30,Rihanna,Disturbia,1490
2023-06-11 12:30,Lindsay Lohan,Back To Me - Black Caviar Remix,0
2023-06-11 12:30,Little Mix,Woman Like Me - Wideboys Remix,920
2023-06-11 12:30,Charlie Puth,The Way I Am - Eden Prince Remix,2770
2023-06-11 12:30,Zara Larsson,Love Me Land,2660
2023-06-11 12:30,Charli XCX,What You Think About Me,1460
2023-06-11 12:30,Chappell Roan,Casual,1450
2023-06-11 12:30,Sam Smith,Gimme (feat. Koffee & Jessie Reyez),1920
2023-06-11 12:30,Nile Rodgers,I Want Your Love,1060
2023-06-11 12:30,Sam Smith,Diamonds - Joel Corry Remix,1320
2023-06-11 12:30,Normani,Motivation,1780
2023-06-11 12:30,Kesha,Blow,60
2023-06-11 12:30,Kim Petras,Treat Me Like A Slut,1110
2023-06-11 12:30,Beyoncé,Baby Boy (feat. Sean Paul),1660
2023-06-11 12:30,Lizzo,About Damn Time - Purple Disco Machine Remix,4530
2023-06-11 12:30,Katy Perry,E.T.,3750
2023-06-11 12:30,Kylie Minogue,Can't Get You out of My Head - Peggy Gou’s Midnight Remix,540
2023-06-11 12:32,Lady Gaga,Alejandro,1580
2023-06-11 12:32,Skrillex,RATATA,850
2023-06-11 12:32,Kane Brown,Be Like That - feat. Swae Lee & Khalid,280
2023-06-11 12:32,Elle King,Ex's & Oh's,1300
2023-06-11 12:32,Gwen Stefani,Hollaback Girl,1080
2023-06-11 12:32,Lady Gaga,Telephone,87860
2023-06-11 12:32,Mabel,Mad Love - Blinkie Remix,190
2023-06-11 12:35,Adele,Rumour Has It,660
2023-06-11 12:35,Beyoncé,Freakum Dress,178590
2023-06-11 12:35,Jax Jones,All Day And Night,330
2023-06-11 12:35,Clean Bandit,Rather Be (feat. Jess Glynne),2930
2023-06-11 12:35,Tove Lo,Call on Me (with SG Lewis),980
2023-06-11 12:35,Jax Jones,Lonely Heart,1360
2023-06-11 12:39,Adele,Rolling in the Deep,580
2023-06-11 12:39,Destiny's Child,Survivor,3306
2023-06-11 12:39,Rihanna,S&M Remix,257293
2023-06-11 12:40,Kim Petras,I Don't Want It At All,480
2023-06-11 12:40,JADED,In the Morning - Alle Farben Remix,110
2023-06-11 12:40,Charli XCX,Baby,340
2023-06-11 12:40,Beyoncé,Partition,44130
2023-06-11 12:40,Selena Gomez,Slow Down,1170
2023-06-11 12:40,Ellie Goulding,Worry About Me (MK Remix ft. blackbear),710
2023-06-11 12:40,Destiny's Child,Lose My Breath,2290
2023-06-11 12:40,Betty Who,BLOW OUT MY CANDLE,900
2023-06-11 12:43,J Balvin,Mi Gente (feat. Beyoncé),185810
2023-06-11 12:43,Rihanna,Umbrella,1420
2023-06-11 12:43,Galantis,Dandelion,630
2023-06-11 12:43,Romy,Strong,1750
2023-06-11 12:43,Sam Smith,Unholy (feat. Kim Petras),960
2023-06-11 12:43,Charli XCX,New Shapes (feat. Christine and the Queens and Caroline Polachek),800
2023-06-11 12:43,Charli XCX,Lightning,830
2023-06-11 12:43,Calvin Harris,Potion (with Dua Lipa & Young Thug),1080
2023-06-11 12:43,Meghan Trainor,Watch Me Do,3190
2023-06-11 12:44,Lizzo,Tempo (feat. Missy Elliott),650
2023-06-11 12:44,Gwen Stefani,The Sweet Escape,410
2023-06-11 12:44,XG,LEFT RIGHT REMIXX - FEAT. CIARA & JACKSON WANG // PROD BY JAKOPS,1210
2023-06-11 12:44,Mabel,LOL,580
2023-06-11 12:44,Destiny's Child,Cater 2 U,720
2023-06-11 12:44,Jennifer Lopez,Medicine,3360
2023-06-11 12:44,Tove Lo,No One Dies From Love,1420
2023-06-11 12:44,Ariana Grande,motive (with Doja Cat),170
2023-06-11 12:44,Kesha,Cannibal,1220
2023-06-11 12:44,Lady Gaga,911,1090
2023-06-11 12:44,Britney Spears,Toxic,1280
2023-06-11 12:44,Kelechi,Forever Tonight,1240
2023-06-11 12:44,Rihanna,Sex With Me,2360
2023-06-11 12:44,KAROL G,Tusa,1930
2023-06-11 12:44,Cardi B,Bodak Yellow,1840
2023-06-11 12:44,Demi Lovato,Cool for the Summer,280
2023-06-11 12:44,Fergie,Labels Or Love,0
2023-06-11 12:44,Ariana Grande,God is a woman,2010
2023-06-11 12:44,Dom Dolla,Eat Your Man (with Nelly Furtado),1150
2023-06-11 12:44,Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),2660
2023-06-11 12:44,Joel Corry,HISTORY,0
2023-06-11 12:44,Beyoncé,Deja Vu (feat. Jay-Z),4220
2023-06-11 12:44,Daddy Yankee,EL PONY,200
2023-06-11 12:44,Kygo,Higher Love,700
2023-06-11 12:44,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",840
2023-06-11 12:44,Todrick Hall,Dem Beats,950
2023-06-11 12:44,Eric Saade,Popular,1990
2023-06-11 12:44,Zara Larsson,I Would Like - R3hab Remix,560
2023-06-11 12:44,Mabel,Let Them Know,0
2023-06-11 12:44,NATTI NATASHA,Ram Pam Pam,2430
2023-06-11 12:44,RuPaul,Sissy That Walk,0
2023-06-11 12:44,Kesha,Woman - Dave Audé Pride Remix,1020
2023-06-11 12:44,Elton John,Hold Me Closer - Joel Corry Remix,100
2023-06-11 12:44,Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),1640
2023-06-11 12:45,Kim Petras,Superpower Bitch,0
2023-06-11 12:45,David Guetta,Crazy What Love Can Do,1060
2023-06-11 12:45,Black Eyed Peas,Where Is The Love?,1120
2023-06-11 12:45,Christina Aguilera,Show Me How You Burlesque - Original Motion Picture Soundtrack,1400
2023-06-11 12:45,Rihanna,S&M,2090
2023-06-11 12:45,Anne-Marie,Kiss My (Uh Oh),1150
2023-06-11 12:45,RuPaul,"American (feat. The Cast of RuPaul's Drag Race, Season 10)",1090
2023-06-11 12:45,Beyoncé,Check On It (feat. Bun B & Slim Thug),49840
2023-06-11 12:46,D'Mixmasters,Me Too - B Remix,260
2023-06-11 12:46,Demi Lovato,Confident,0
2023-06-11 12:46,Ava Max,Sweet but Psycho,890
2023-06-11 12:46,Ava Max,Sweet but Psycho,3190
2023-06-11 12:46,Beyoncé,Diva,5260
2023-06-11 12:46,Britney Spears,Work Bitch,340
2023-06-11 12:46,Zara Larsson,Can't Tame Her,1080
2023-06-11 12:46,The Pussycat Dolls,Buttons,890
2023-06-11 12:46,Kesha,TiK ToK,880
2023-06-11 12:46,Fergie,L.A.LOVE (la la) - Jodie Harsh Remix,0
2023-06-11 12:46,Christina Aguilera,Show Me How You Burlesque - Original Motion Picture Soundtrack,180
2023-06-11 12:46,Christina Aguilera,Show Me How You Burlesque - Original Motion Picture Soundtrack,890
2023-06-11 12:46,Lizzo,Juice - Breakbot Mix,220
2023-06-11 12:46,Bella Poarch,Build a Bitch,1160
2023-06-11 12:46,RuPaul,The Realness (feat. Eric Kupper),1410
2023-06-11 12:46,Anne-Marie,Kiss My (Uh Oh),50
2023-06-11 12:46,Anne-Marie,Kiss My (Uh Oh),160
2023-06-11 12:46,Beyoncé,Check On It (feat. Bun B & Slim Thug),7480
2023-06-11 12:46,Cardi B,WAP (feat. Megan Thee Stallion),120
2023-06-11 12:46,Janelle Monáe,Make Me Feel,110
2023-06-11 12:46,Mabel,Mad Love,1580
2023-06-11 12:46,Charli XCX,1999,0
2023-06-11 12:48,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",128680
2023-06-11 12:48,Leony,Faded Love - NOØN Remix,590
2023-06-11 12:48,Dua Lipa,If It Ain’t Me,1250
2023-06-11 12:48,Becky G,Shower,2500
2023-06-11 12:48,Kesha,Take It Off,540
2023-06-11 12:48,Selena Gomez,Boyfriend,1140
2023-06-11 12:48,Miley Cyrus,See You Again,820
2023-06-11 12:48,Rihanna,SOS,1320
2023-06-11 12:49,Alesso,Words (feat. Zara Larsson),870
2023-06-11 12:49,Ice Spice,Princess Diana (with Nicki Minaj),4320
2023-06-11 12:49,Dua Lipa,New Rules,140
2023-06-11 12:49,Diana Ross,I Still Believe - Purple Disco Machine Remix,40
2023-06-11 12:49,Kylie Minogue,Padam Padam,4390
2023-06-11 12:49,Loud Luxury,Body,1010
2023-06-11 12:49,Jonas Brothers,Sucker,2430
2023-06-11 12:49,Jax Jones,Breathe,1170
2023-06-11 12:49,Fergie,Fergalicious,2970
2023-06-11 12:49,Miley Cyrus,Prisoner (feat. Dua Lipa),1210
2023-06-11 12:49,Dua Lipa,Love Again - Imanbek Remix,1330
2023-06-11 12:49,Mike WiLL Made-It,23,1030
2023-06-11 12:49,BLACKPINK,Pink Venom,530
2023-06-11 12:49,R3HAB,All Around The World (La La La),1260
2023-06-11 12:49,Taylor Swift,Anti-Hero - Kungs Remix,1330
2023-06-11 12:49,Rihanna,Rude Boy,1140
2023-06-11 12:49,Slayyyter,Daddy AF,1880
2023-06-11 12:49,Lady Gaga,Just Dance,1430
2023-06-11 12:49,Ariana Grande,Dangerous Woman,0
2023-06-11 12:49,Aly & AJ,Potential Breakup Song,1560
2023-06-11 12:49,Little Mix,Strip (feat. Sharaya J),2920
2023-06-11 12:49,Nicki Minaj,Stupid Hoe,4040
2023-06-11 12:49,Rihanna,Only Girl (In The World),1330
2023-06-11 12:49,EMELINE,STRUT,1200
2023-06-11 12:49,Kylie Minogue,Timebomb,1800
2023-06-11 12:49,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),830
2023-06-11 12:49,Lizzo,Good as Hell,490
2023-06-11 12:49,Rihanna,Stay,0
2023-06-11 12:49,Chlöe,Have Mercy,3150
2023-06-11 12:50,Noah Davis,Worst To Me,710
2023-06-11 12:50,Lady Gaga,Applause,1910
2023-06-11 12:50,The Blessed Madonna,Shades Of Love (feat. The Joy),1040
2023-06-11 12:50,Kylie Minogue,In Your Eyes,2450
2023-06-11 12:50,Whitney Houston,I'm Every Woman,6860
2023-06-11 12:50,Saweetie,Tap In,100
2023-06-11 12:50,PNAU,The Hard Way,1280
2023-06-11 12:50,Justin Bieber,Beauty And A Beat,1360
2023-06-11 12:50,Ellie Goulding,Lights - Sped Up Version,700
2023-06-11 12:50,Bebe Rexha,Heart Wants What It Wants,930
2023-06-11 12:50,Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),6940
2023-06-11 12:50,Hayley Kiyoko,for the girls,130
2023-06-11 12:50,Hayley Kiyoko,for the girls,320
2023-06-11 12:50,Selena Gomez,Come & Get It,2680
2023-06-11 12:50,Lady Gaga,LoveGame,640
2023-06-11 12:50,The Weeknd,I Feel It Coming,430
2023-06-11 12:50,Beyoncé,HEATED,2490
2023-06-11 12:50,Fifth Harmony,That's My Girl,2170
2023-06-11 12:50,Nicki Minaj,Feeling Myself,70
2023-06-11 12:50,The Pussycat Dolls,React,850
2023-06-11 12:50,Tiësto,Ritual,0
2023-06-11 12:50,Kim Petras,Heart to Break,1150
2023-06-11 12:54,Lady Gaga,Applause,212333
2023-06-11 12:54,Hayley Kiyoko,for the girls,8516
2023-06-11 12:54,Fifth Harmony,That's My Girl,860
2023-06-11 14:24,Beyoncé,CUFF IT,225388
2023-06-11 14:29,Missy Elliott,Work It,263226
2023-06-11 14:33,Lil Nas X,MONTERO (Call Me By Your Name),770
2023-06-11 14:33,Jax,Victoria's Secret,500
2023-06-11 14:33,Major Lazer,Bubble Butt - Remix,1270
2023-06-11 14:33,Destiny's Child,"Independent Women, Pt. 1",13041
2023-06-11 14:33,Shania Twain,Man! I Feel Like A Woman!,234493
2023-06-11 14:33,Disclosure,Waterfall,790
2023-06-11 14:33,Bebe Rexha,Call on Me,1170
2023-06-11 14:33,Cher,Welcome To Burlesque - Burlesque Original Motion Picture Soundtrack,790
2023-06-11 14:33,Britney Spears,If U Seek Amy,1440
2023-06-11 14:33,Tiësto,God Is A Dancer (with Mabel),1530
2023-06-11 14:33,Dua Lipa,Don't Start Now,830
2023-06-11 14:33,Miley Cyrus,Can't Be Tamed,1340
2023-06-11 14:33,Shygirl,Cleo,1040
2023-06-11 14:33,Lady Gaga,Fun Tonight - Pabllo Vittar Remix,2020
2023-06-11 14:33,Meghan Trainor,Dance Like Yo Daddy,3090
2023-06-11 14:33,Camila Cabello,My Oh My (feat. DaBaby),1340
2023-06-11 14:33,Ariana Grande,7 rings,1320
2023-06-11 14:33,Whitney Houston,It's Not Right but It's Okay - Thunderpuss Mix/Remastered: 2000,960
2023-06-11 14:33,Chappell Roan,Red Wine Supernova,1330
2023-06-11 14:37,Charli XCX,Sorry if I Hurt You,14270
2023-06-11 14:37,David Guetta,If You Really Love Me (How Will I Know),890
2023-06-11 14:37,Diplo,Let You Go,830
2023-06-11 14:37,Kim Petras,Running Up That Hill,1060
2023-06-11 14:37,Alan Walker,Lovesick,2430
2023-06-11 14:37,Ava Max,Weapons,780
2023-06-11 14:37,Elena Tsagrinou,El Diablo,3190
2023-06-11 14:37,Rihanna,Shut Up And Drive,212280
2023-06-11 14:37,Cher,Believe,580
2023-06-11 14:37,Sam Smith,I'm Not Here To Make Friends,1100
2023-06-11 14:37,Mabel,Don't Call Me Up,410
2023-06-11 14:37,Dua Lipa,Hallucinate - Paul Woolford Remix,2180
2023-06-11 14:38,ABBA,"Money, Money, Money",1240
2023-06-11 14:38,Charli XCX,Twice,360
2023-06-11 14:46,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),106356
2023-06-11 14:49,Nora Van Elken,I Wanna Dance With Somebody (Who Loves Me),152477
2023-06-11 14:51,Jennifer Lopez,Medicine - Steve Aoki from the Block Remix,170286
